;Unnamed: 0;Unnamed: 0.1;Annee (0);jour (0);mois (0);dist cote (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol a bord; Kidnapping;blessees; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;newDescriptif;Guns;mousson;distance au port;distance_shorline;lat_area;lon_area
725;725;725;2011;19;2;;BCD;12:19N;044:06E;Bulk Carrier;Marshall Islands;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1416 UTC Steaming Fired upon Lopi Z Bulk Carrier Marshall Islands 37457 9155004 12:19N дус 044:06E, Gulf of Aden Armed pirates in three wooden skiffs chased and fired upon the ship underway. Ship raised alarm and took anti-piracy preventive measures resulting in the pirates aborting the attempted attack.;12.3166666667;44.1;4.0;1416 utc steaming fired upon lopi z bulk carrier marshall islands 37457 9155004 12:19n дус 044:06e, gulf of aden armed pirates in three wooden skiffs chased and fired upon the ship underway. ship raised alarm and took anti-piracy preventive measures resulting in the pirates aborting the attempted attack.;0;0;106.114580073;32.2307337586;23;14
726;726;726;2011;3;3;;BCD;15:23.2N;052:04.3E;General Cargo;Singapore;Steaming;Fired upon;4;4;;0;0;0;0;0;0;0840 UTC Steaming Fired upon BrattingsborgGeneral Cargo Singapore 9627 9488035 15:23.2N дус052:04.3E, Gulf of Aden Two skiffs with four pirates in each armed with automatic weapons approached and fired upon the ship underway. The security team embarked onboard returned fire and as a result the pirates aborted the attack. Crew and ship are safe and the ship continued her passage.;15.3838888889;52.0675;5.0;0840 utc steaming fired upon brattingsborggeneral cargo singapore 9627 9488035 15:23.2n дус052:04.3e, gulf of aden two skiffs with four pirates in each armed with automatic weapons approached and fired upon the ship underway. the security team embarked onboard returned fire and as a result the pirates aborted the attack. crew and ship are safe and the ship continued her passage.;1;0;271.080135064;19.4066468873;27;23
727;727;727;2011;22;3;;BCD;13:10N;049:06E;Bulk Carrier;Marshall Islands;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1401 UTC Steaming Fired upon Avocet Bulk Carrier Marshall Islands 31135 9347944 13:10N дус 049:06E, Gulf of Aden The ship was chased and fired upon by pirates in a skiff. Security team onboard enforced anti piracy measures which prevented the pirates from boarding the ship.;13.1666666667;49.1;6.0;1401 utc steaming fired upon avocet bulk carrier marshall islands 31135 9347944 13:10n дус 049:06e, gulf of aden the ship was chased and fired upon by pirates in a skiff. security team onboard enforced anti piracy measures which prevented the pirates from boarding the ship.;0;0;453.684412436;107.234415301;24;20
728;728;728;2011;29;3;;BCD;13:30.12N;047:30.23E;Tanker;Yemen;Steaming;Fired upon;4;4;;0;0;0;0;0;0;0600 UTC Steaming Fired upon Rudeef Gna Tanker Yemen 2467 9002362 13:30.12N дус 047:30.23E, Gulf of Aden Four pirates in a white coloured skiff chased the tanker underway. Master heard shots being fired and the onboard security guards returned fire. The pirates managed to close in to around 50 meters from the tanker before aborting the attempted attack.;13.5033333333;47.5063888889;6.0;0600 utc steaming fired upon rudeef gna tanker yemen 2467 9002362 13:30.12n дус 047:30.23e, gulf of aden four pirates in a white coloured skiff chased the tanker underway. master heard shots being fired and the onboard security guards returned fire. the pirates managed to close in to around 50 meters from the tanker before aborting the attempted attack.;0;0;289.113288974;20.7353855367;25;18
729;729;729;2011;1;4;;BCD;14:05N;051:43E;Chemical Tanker;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;1232 UTC Steaming Fired upon Fairchem Filly Chemical Tanker Panama 11638 9323077 14:05N дус 051:43E, Gulf of Aden A tanker underway noticed a suspicious fishing vessel. After monitoring the vessel for some time it was observed that a skiff was launched which was seen heading directly for the tanker. Alarm sounded and navies contacted. Armed security team fired rocket flares in the direction of the approaching skiff. The pirates continued to approach the tanker and fired RPG and guns towards the tanker. The security team onboard returned fire and the pirates aborted the attack and moved towards their mother vessel. No injuries to crew and damages to the tanker.;14.0833333333;51.7166666667;7.0;1232 utc steaming fired upon fairchem filly chemical tanker panama 11638 9323077 14:05n дус 051:43e, gulf of aden a tanker underway noticed a suspicious fishing vessel. after monitoring the vessel for some time it was observed that a skiff was launched which was seen heading directly for the tanker. alarm sounded and navies contacted. armed security team fired rocket flares in the direction of the approaching skiff. the pirates continued to approach the tanker and fired rpg and guns towards the tanker. the security team onboard returned fire and the pirates aborted the attack and moved towards their mother vessel. no injuries to crew and damages to the tanker.;1;0;401.866112453;132.811540113;25;22
730;730;730;2011;2;4;;BCD;15:21.9N;051:59.3E;Bulk Carrier;Malta;Steaming;Attempted;3;3;;0;0;0;0;0;0;0745 UTC Steaming Attempted Lyulin Bulk Carrier Malta 19906 9498248 15:21.9N дус 051:59.3E (Around 17 NM SE of Qishn, Yemen), Gulf of Aden A skiff with three pirates onboard came within 10 meters of the ship underway. Onboard security team fired warning shots and the skiff moved away.  Small arms were sighted in the skiff.;15.3525;51.9841666667;7.0;0745 utc steaming attempted lyulin bulk carrier malta 19906 9498248 15:21.9n дус 051:59.3e (around 17 nm se of qishn, yemen), gulf of aden a skiff with three pirates onboard came within 10 meters of the ship underway. onboard security team fired warning shots and the skiff moved away.  small arms were sighted in the skiff.;0;0;280.18257162;16.9943830075;27;23
731;731;731;2011;10;4;;BCD;12:02N;045:08E;Chemical Tanker;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;1115 UTC Steaming Attempted North Contender Chemical Tanker Panama 11662 9352585 12:02N дус 045:08E, Gulf of Aden While underway the tanker noticed one white and one blue skiff heading towards the tanker. Four persons were seen in the white skiff and five persons in the blue skiff. Crew alerted and armed security guards made themselves on the bridge wings. The skiffs approached to around 500 meters and the security team fired warning shots resulting in the skiffs moving away. The skiffs continued to follow the tanker for around 15 minutes before finally moving away.;12.0333333333;45.1333333333;7.0;1115 utc steaming attempted north contender chemical tanker panama 11662 9352585 12:02n дус 045:08e, gulf of aden while underway the tanker noticed one white and one blue skiff heading towards the tanker. four persons were seen in the white skiff and five persons in the blue skiff. crew alerted and armed security guards made themselves on the bridge wings. the skiffs approached to around 500 meters and the security team fired warning shots resulting in the skiffs moving away. the skiffs continued to follow the tanker for around 15 minutes before finally moving away.;0;0;89.3435761898;80.2158474879;23;15
732;732;732;2011;11;4;;BCD;12:31N;043:38E;Passenger Ship;Bahamas;Steaming;Attempted;7;7;;0;0;0;0;0;1;1005 UTC Steaming Attempted Happy Dolphin Passenger Ship Bahamas 23287 8902333 12:31N дус 043:38E, Gulf of Aden A passenger ship underway noticed a group of about 20 skiffs near the port bow at a distance of 3nm. Five skiffs were seen to break out from this group and head towards the ship. At a distance of around 600-700 meters the armed security team noticed around five to seven pirates armed with RPG and guns were seen in each skiff and instructed all crew members to stay inside the ship. As the skiffs approached closer the security team fired warning shots and the skiffs moved away. At the same time three more skiffs approached the ship from the STBD side at a distance of 800 meters. The security team noticed arms onboard these skiffs and fired warning shots when the skiffs closed to a distance of 600дус300 meters. The pirates aborted the attempted attack and moved away. Master informed a warship in the vicinity and all ships in the area via VHF Ch. 16.;12.5166666667;43.6333333333;7.0;1005 utc steaming attempted happy dolphin passenger ship bahamas 23287 8902333 12:31n дус 043:38e, gulf of aden a passenger ship underway noticed a group of about 20 skiffs near the port bow at a distance of 3nm. five skiffs were seen to break out from this group and head towards the ship. at a distance of around 600-700 meters the armed security team noticed around five to seven pirates armed with rpg and guns were seen in each skiff and instructed all crew members to stay inside the ship. as the skiffs approached closer the security team fired warning shots and the skiffs moved away. at the same time three more skiffs approached the ship from the stbd side at a distance of 800 meters. the security team noticed arms onboard these skiffs and fired warning shots when the skiffs closed to a distance of 600дус300 meters. the pirates aborted the attempted attack and moved away. master informed a warship in the vicinity and all ships in the area via vhf ch. 16.;1;0;115.96239043;21.6561704679;24;13
733;733;733;2011;12;4;;BCD;13:40N;049:56E;Product Tanker;Panama;Steaming;Fired upon;6;6;;0;0;0;0;0;1;1218 UTC Steaming Fired upon Saint Ram Product Tanker Panama 24248 9037056 13:40N дус 049:56E, Gulf of Aden Six pirates armed with RPG and guns in a skiff chased and fired upon the tanker underway with intent to hijack. Master raised alarm. Armed security team onboard the tanker exchanged fire with the skiff resulting in the skiff moving away.;13.6666666667;49.9333333333;7.0;1218 utc steaming fired upon saint ram product tanker panama 24248 9037056 13:40n дус 049:56e, gulf of aden six pirates armed with rpg and guns in a skiff chased and fired upon the tanker underway with intent to hijack. master raised alarm. armed security team onboard the tanker exchanged fire with the skiff resulting in the skiff moving away.;1;0;549.978463779;122.884078556;25;20
734;734;734;2011;12;4;;BCD;14:22N;042:36E;Bulk Carrier;Vietnam;Steaming;Attempted;5;5;;0;0;0;0;0;0;0430 UTC Steaming Attempted Vinaship Pearl Bulk Carrier Vietnam 14602 9114488 14:22N дус 042:36E, Red Sea About five pirates in a skiff approached the ship underway. All crew went into the citadel while bridge team increased speed, took evasive manoeuvres, enforced anti piracy measures and contacted authorities. The skiff aborted the attempt to board.;14.3666666667;42.6;7.0;0430 utc steaming attempted vinaship pearl bulk carrier vietnam 14602 9114488 14:22n дус 042:36e, red sea about five pirates in a skiff approached the ship underway. all crew went into the citadel while bridge team increased speed, took evasive manoeuvres, enforced anti piracy measures and contacted authorities. the skiff aborted the attempt to board.;0;0;62.8970887289;42.3985017974;26;12
735;735;735;2011;22;4;;BCD;14:02N;042:51E;Container;Malta;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0600 UTC Steaming Attempted MSC Dymphna Container Malta 36420 8608195 14:02N дус 042:51E (Around 6 NM of Jabal Zuqar Islands, Yemen), Red Sea Duty lookout onboard the ship underway noticed 16 pirates in four white skiffs at a distance of 3nm approaching the ship at 20 knots. Master noticed the skiffs carrying ladders and weapons and gave order for lockdown procedures. Master raised alarm, increased speed, sounded ship's horn, and informed ships in the vicinity and fired a warning flare towards the skiffs. The skiffs ignored the warning and continued to chase the ship and closed to a distance of 300 metres. Another flare was fired into the water next to the closest skiff. The skiffs closed in to a distance of 180 metres before aborting the attack after one hour of chasing. Authorities informed.;14.0333333333;42.85;8.0;0600 utc steaming attempted msc dymphna container malta 36420 8608195 14:02n дус 042:51e (around 6 nm of jabal zuqar islands, yemen), red sea duty lookout onboard the ship underway noticed 16 pirates in four white skiffs at a distance of 3nm approaching the ship at 20 knots. master noticed the skiffs carrying ladders and weapons and gave order for lockdown procedures. master raised alarm, increased speed, sounded ship's horn, and informed ships in the vicinity and fired a warning flare towards the skiffs. the skiffs ignored the warning and continued to chase the ship and closed to a distance of 300 metres. another flare was fired into the water next to the closest skiff. the skiffs closed in to a distance of 180 metres before aborting the attack after one hour of chasing. authorities informed.;0;0;88.9695692695;26.9986923575;25;13
736;736;736;2011;22;4;;BCD;15:11.03N;051:36.36E;Product Tanker;Yemen;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;2250 UTC Steaming Fired upon Rudeef Gna Product Tanker Yemen 2467 9002362 15:11.03N дус 051:36.36E, Gulf of Aden Pirates in a skiff armed with guns approached the tanker underway. At a distance of around 5-10 metres they opened fired upon the tanker. Onboard security team retaliated and the pirates aborted the attack after five minutes of exchanging fire. No injuries to crew and the tanker continued her voyage. Authorities informed.;15.1841666667;51.61;8.0;2250 utc steaming fired upon rudeef gna product tanker yemen 2467 9002362 15:11.03n дус 051:36.36e, gulf of aden pirates in a skiff armed with guns approached the tanker underway. at a distance of around 5-10 metres they opened fired upon the tanker. onboard security team retaliated and the pirates aborted the attack after five minutes of exchanging fire. no injuries to crew and the tanker continued her voyage. authorities informed.;1;0;323.245523968;16.1179920693;27;22
737;737;737;2011;3;5;;BCD;13:10.9N;049:18.8E;Bulk Carrier;Denmark;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0310 UTC Steaming Attempted  Nord Neptune Bulk Carrier Denmark 38892 9310537 13:10.9N дус 049:18.8E, Gulf of Aden Watch keepers and armed security team onboard the ship underway noticed a green and red hulled skiff with nine persons onboard at a distance of 3-4nm. The skiff was seen approaching the ship at a speed of approximately 18 knots. Weapons were sighted by the crew onboard the ship. The armed security fired warning flare over the skiff. However, the skiff continued to approach the ship. When the skiff was approximately 400 meters from the ship the armed team fired five warning shots in front of the skiff resulting in the skiff moving away. UKMTO and warships in the vicinity informed.;13.1691666667;49.3022222222;9.0;0310 utc steaming attempted  nord neptune bulk carrier denmark 38892 9310537 13:10.9n дус 049:18.8e, gulf of aden watch keepers and armed security team onboard the ship underway noticed a green and red hulled skiff with nine persons onboard at a distance of 3-4nm. the skiff was seen approaching the ship at a speed of approximately 18 knots. weapons were sighted by the crew onboard the ship. the armed security fired warning flare over the skiff. however, the skiff continued to approach the ship. when the skiff was approximately 400 meters from the ship the armed team fired five warning shots in front of the skiff resulting in the skiff moving away. ukmto and warships in the vicinity informed.;0;0;475.566228003;117.674807281;24;20
738;738;738;2011;13;5;;BCD;13:10.7N;048:37.0E;Container;USA;Steaming;Attempted;5;5;;0;0;0;0;0;0;2110 UTC Steaming Attempted Maersk Alabama Container USA 14120 9164263 13:10.7N дус 048:37.0E, Gulf of Aden A small fast contact was noticed on radar approaching the ship underway at 4nm. D/O monitored the contact and at a distance of 1.6nm it was observed as a skiff and alarm was raised. When the skiff approached at a distance of 50 metres, the bridge team noticed five pirates onboard with a hook ladder. The onboard security team fired two shots into the skiff when the skiff close in to 30 metres resulting in the pirates aborted the attempted attack. Authorities informed.;13.1686111111;48.6166666667;9.0;2110 utc steaming attempted maersk alabama container usa 14120 9164263 13:10.7n дус 048:37.0e, gulf of aden a small fast contact was noticed on radar approaching the ship underway at 4nm. d/o monitored the contact and at a distance of 1.6nm it was observed as a skiff and alarm was raised. when the skiff approached at a distance of 50 metres, the bridge team noticed five pirates onboard with a hook ladder. the onboard security team fired two shots into the skiff when the skiff close in to 30 metres resulting in the pirates aborted the attempted attack. authorities informed.;0;0;401.485526969;93.2847422339;24;19
739;739;739;2011;20;5;;BCD;13:15N;043:01E;Bulk Carrier;Marshall Islands;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0633 UTC Steaming Fired upon Cape Spencer Bulk Carrier Marshall Islands 89441 9461269 13:15N дус 043:01E, (Around 20 NM NE of Assab, Eritrea), Red Sea Pirates in two skiffs chased and fired upon the ship underway. Master enforced effective anti-piracy measures including evasive manoeuvres and managed to repel the attack. All crew safe.;13.25;43.0166666667;10.0;0633 utc steaming fired upon cape spencer bulk carrier marshall islands 89441 9461269 13:15n дус 043:01e, (around 20 nm ne of assab, eritrea), red sea pirates in two skiffs chased and fired upon the ship underway. master enforced effective anti-piracy measures including evasive manoeuvres and managed to repel the attack. all crew safe.;0;0;175.410662593;23.1913469863;24;13
740;740;740;2011;22;5;;BCD;14:31N;042:13E;Chemical Tanker;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0617 UTC Steaming Fired upon Golden Yosa Chemical Tanker Panama 11645 9407081 14:31N дус 042:13E (Around 45 NM WxS of Al Hudaydah, Yemen), Red Sea A mother vessel was seen launching a skiff which chased and fired upon the tanker underway. Master enforced anti-piracy measures and the shipду»s security team onboard returned fire resulting in the pirates aborting the attack and moving away.  The ship and the crew are safe.;14.5166666667;42.2166666667;10.0;0617 utc steaming fired upon golden yosa chemical tanker panama 11645 9407081 14:31n дус 042:13e (around 45 nm wxs of al hudaydah, yemen), red sea a mother vessel was seen launching a skiff which chased and fired upon the tanker underway. master enforced anti-piracy measures and the shipду»s security team onboard returned fire resulting in the pirates aborting the attack and moving away.  the ship and the crew are safe.;0;0;84.7725564303;78.2626348878;26;12
741;741;741;2011;25;5;;BCD;12:33N;043:26E;Tanker;Isle of Man;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;1510 UTC Steaming Attempted British Hazel Tanker Isle of Man 58070 9266853 12:33N дус 043:26E, Bab El Mandeb, Red Sea Pirates in five skiffs chased the tanker underway. Master raised alarm and took evasive measures. Weapons and ladders were sighted by the unarmed security team on the skiffs. Authorities contacted for assistance and a warship in the area came and dispersed the skiffs.;12.55;43.4333333333;10.0;1510 utc steaming attempted british hazel tanker isle of man 58070 9266853 12:33n дус 043:26e, bab el mandeb, red sea pirates in five skiffs chased the tanker underway. master raised alarm and took evasive measures. weapons and ladders were sighted by the unarmed security team on the skiffs. authorities contacted for assistance and a warship in the area came and dispersed the skiffs.;0;0;110.602264871;14.2535971123;24;13
742;742;742;2011;25;5;;BCD;12:37.2N;043:19.2E;Container;Marshall Islands;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;1520 UTC Steaming Attempted Hanjin Milano Container  Marshall Islands 40542 9431680 12:37.2N дус 043:19.2E, Bab El Mandeb,  Red Sea Pirates in two skiffs chased the ship underway. Master raised alarm, increased speed, took evasive manoeuvres, contacted warship and authorities for assistance. The skiffs chased and closed in at a distance of 0.5 nm before aborting the attempted attack.;12.6172222222;43.3172222222;10.0;1520 utc steaming attempted hanjin milano container  marshall islands 40542 9431680 12:37.2n дус 043:19.2e, bab el mandeb,  red sea pirates in two skiffs chased the ship underway. master raised alarm, increased speed, took evasive manoeuvres, contacted warship and authorities for assistance. the skiffs chased and closed in at a distance of 0.5 nm before aborting the attempted attack.;0;0;114.62662586;11.7117003284;24;13
743;743;743;2011;25;5;;BCD;13:12.7N;048:58.4E;Tanker;Malta;Steaming;Fired upon;7;7;;0;0;0;0;0;0;1535 LT Steaming Fired upon Damavand Tanker Malta 160576 9218478 13:12.7N дус 048:58.4E, Gulf of Aden One speed boat with seven pirates armed with guns chased and fired upon the tanker underway.  Master enforced anti-piracy measures and requested assistance from warship. An Iranian warship in the vicinity responded resulting in the skiff aborting and moving away.;13.2019444444;48.9677777778;10.0;1535 lt steaming fired upon damavand tanker malta 160576 9218478 13:12.7n дус 048:58.4e, gulf of aden one speed boat with seven pirates armed with guns chased and fired upon the tanker underway.  master enforced anti-piracy measures and requested assistance from warship. an iranian warship in the vicinity responded resulting in the skiff aborting and moving away.;1;0;439.724543878;98.2705512563;24;19
744;744;744;2011;29;5;;BCD;14:24N;042:04E;Bulk Carrier;Marshall Islands;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1150 UTC Steaming Fired upon Hawk I Bulk Carrier Marshall Islands 27986 9224661 14:24N дус 042:04E Red Sea Two skiffs chased and fired upon a bulk carrier underway. The vessel sent SSAS alert, raised alarm and crew mustered in citadel. The security team onboard enforced anti piracy measures resulting in the pirates aborting the attack.;14.4;42.0666666667;10.0;1150 utc steaming fired upon hawk i bulk carrier marshall islands 27986 9224661 14:24n дус 042:04e red sea two skiffs chased and fired upon a bulk carrier underway. the vessel sent ssas alert, raised alarm and crew mustered in citadel. the security team onboard enforced anti piracy measures resulting in the pirates aborting the attack.;0;0;104.964537608;59.6470669876;26;12
745;745;745;2011;31;5;;BCD;13:35N;042:37E;Chemical Tanker;Singapore;Steaming;Attempted;6;6;;0;0;0;0;0;0;0437 UTC Steaming Attempted Astir Lady Chemical Tanker Singapore 30043 9457385 13:35N дус 042:37E, Red Sea Six pirates in one skiff chased the tanker underway with intend to hijack her. The tanker took all anti-piracy preventive measures resulting in the pirates aborting the attempt.;13.5833333333;42.6166666667;10.0;0437 utc steaming attempted astir lady chemical tanker singapore 30043 9457385 13:35n дус 042:37e, red sea six pirates in one skiff chased the tanker underway with intend to hijack her. the tanker took all anti-piracy preventive measures resulting in the pirates aborting the attempt.;0;0;142.462335489;33.7759939862;25;12
746;746;746;2011;6;6;;BCD;14:10N;042:19E;Bulk Carrier;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;1200 UTC Steaming Attempted Emperor Bulk Carrier Liberia 22064 8315009 14:10N дус 042:19E,  Red Sea Pirates in two skiffs chased the ship underway with intend to hijack her. The ship increased speed, made evasive manoeuvres and deployed the onboard armed team. Crew went into citadel and informed authorities.  Later the skiffs stopped and moved away.;14.1666666667;42.3166666667;11.0;1200 utc steaming attempted emperor bulk carrier liberia 22064 8315009 14:10n дус 042:19e,  red sea pirates in two skiffs chased the ship underway with intend to hijack her. the ship increased speed, made evasive manoeuvres and deployed the onboard armed team. crew went into citadel and informed authorities.  later the skiffs stopped and moved away.;0;1;99.296061057;51.1863217291;25;12
747;747;747;2011;7;6;;BCD;13:33.3N;050:27.4E;Bulk Carrier;Panama;Steaming;Fired upon;7;7;;0;0;0;0;0;0;1315 UTC Steaming Fired upon Achilleas Bulk Carrier Panama 22953 8308070 13:33.3N дус 050:27.4E,  Gulf of Aden About seven pirates in a skiff chased and fired upon the ship underway. Master raised alarm, crew mustered in citadel and deployed security team on bridge who fired warning shots. A naval helicopter arrived at location. The pirates aborted the attempted attack. Crew and ship are safe.;13.5508333333;50.4511111111;11.0;1315 utc steaming fired upon achilleas bulk carrier panama 22953 8308070 13:33.3n дус 050:27.4e,  gulf of aden about seven pirates in a skiff chased and fired upon the ship underway. master raised alarm, crew mustered in citadel and deployed security team on bridge who fired warning shots. a naval helicopter arrived at location. the pirates aborted the attempted attack. crew and ship are safe.;0;1;536.770396627;146.165654205;25;21
748;748;748;2011;10;6;;BCD;13:29N;042:37E;Bulk Carrier;China;Steaming;Fired upon;6;6;;0;0;0;0;0;0;1135 UTC Steaming Fired upon Tai Shun Hai Bulk Carrier China 27958 8919568 13:29N дус 042:37E (Around 30 NM North of Assab, Eritrea), Red Sea Six pirates in one skiff chased and fired upon the ship underway. Master took all anti piracy preventative measures and contacted the coalition forces resulting in the pirates aborting the attempt.;13.4833333333;42.6166666667;11.0;1135 utc steaming fired upon tai shun hai bulk carrier china 27958 8919568 13:29n дус 042:37e (around 30 nm north of assab, eritrea), red sea six pirates in one skiff chased and fired upon the ship underway. master took all anti piracy preventative measures and contacted the coalition forces resulting in the pirates aborting the attempt.;0;1;153.227356455;28.9956109386;25;12
749;749;749;2011;11;6;;BCD;13:42.1N;042:35.8E;Tanker;Liberia;Steaming;Attempted;5;5;;0;0;0;0;0;0;0420 UTC Steaming Attempted Nautic Tanker Liberia 78845 9150377  13:42.1N дус 042:35.8E (Around 40 NM North of Assab, Eritrea), Red Sea Five pirates in a skiff chased the tanker underway. Small arms and ladder observed in the skiff. All crew except Master and OOW were mustered at safe point. Security guard onboard fired warning shots and pirates moved away.;13.7002777778;42.5855555556;11.0;0420 utc steaming attempted nautic tanker liberia 78845 9150377  13:42.1n дус 042:35.8e (around 40 nm north of assab, eritrea), red sea five pirates in a skiff chased the tanker underway. small arms and ladder observed in the skiff. all crew except master and oow were mustered at safe point. security guard onboard fired warning shots and pirates moved away.;0;1;130.859667099;35.3190844494;25;12
750;750;750;2011;11;6;;BCD;13:29N;042:43E;Tanker;Hong Kong;Steaming;Attempted;7;7;;0;0;0;0;0;0;0419 UTC Steaming Attempted Everbright Tanker Hong Kong 83805 9408217 13:29N дус 042:43E, Red Sea While underway the D/O onboard the tanker spotted a skiff on radar. When the skiff approached closer, seven pirates were observed in the skiff. Weapons and ladders were sighted. The pirates could not board the tanker due to high freeboard. Later the skiff moved away.;13.4833333333;42.7166666667;11.0;0419 utc steaming attempted everbright tanker hong kong 83805 9408217 13:29n дус 042:43e, red sea while underway the d/o onboard the tanker spotted a skiff on radar. when the skiff approached closer, seven pirates were observed in the skiff. weapons and ladders were sighted. the pirates could not board the tanker due to high freeboard. later the skiff moved away.;0;1;151.185456155;33.369158936;25;12
751;751;751;2011;11;6;;BCD;13:34.9N;042:37.4E;Chemical Tanker;Norway;Steaming;Fired upon;5;5;;0;0;0;0;0;0;0425 UTC Steaming Fired upon Emma Victory Chemical Tanker Norway 26218 9105085 13:34.9N дус 042:37.4E (Around 30 NM North of Assab, Eritrea), Red Sea Master onboard the tanker underway was warned by vessel ahead that there were skiffs in the area. Later Master saw one skiff approaching his tanker at high speed. The skiff fired towards the tanker and managed to come alongside. Master noticed five pirates in the skiff attempting to place the boarding ladder on the tanker. At this time the Master also noticed another two skiffs approaching. Aggressive manoeuvring by the Master resulted in the pirates aborting and moving away.;13.5691666667;42.6177777778;11.0;0425 utc steaming fired upon emma victory chemical tanker norway 26218 9105085 13:34.9n дус 042:37.4e (around 30 nm north of assab, eritrea), red sea master onboard the tanker underway was warned by vessel ahead that there were skiffs in the area. later master saw one skiff approaching his tanker at high speed. the skiff fired towards the tanker and managed to come alongside. master noticed five pirates in the skiff attempting to place the boarding ladder on the tanker. at this time the master also noticed another two skiffs approaching. aggressive manoeuvring by the master resulted in the pirates aborting and moving away.;0;1;143.956212102;33.1600925314;25;12
752;752;752;2011;16;6;;BCD;13:43.8N;042:56.8E;General Cargo;Gibraltar;Steaming;Attempted;5;5;;0;0;0;0;0;0;0800 UTC Steaming Attempted Anna General Cargo Gibraltar 5044 9566796 13:43.8N дус 042:56.8E (Around 42 NM NxE of Assab, Eritrea), Red Sea A skiff with five pirates approached the ship underway at a speed of 25 knots. As the skiff closed in, a pirate with a gun was observed. When the skiff closed in to 100 meters the onboard armed security team fired warning shots resulting in the skiff moving away.;13.7188888889;42.9355555556;12.0;0800 utc steaming attempted anna general cargo gibraltar 5044 9566796 13:43.8n дус 042:56.8e (around 42 nm nxe of assab, eritrea), red sea a skiff with five pirates approached the ship underway at a speed of 25 knots. as the skiff closed in, a pirate with a gun was observed. when the skiff closed in to 100 meters the onboard armed security team fired warning shots resulting in the skiff moving away.;1;1;123.304439063;34.1056559618;25;13
753;753;753;2011;29;6;;BCD;13:17N;042:59E;Chemical Tanker;Marshall Islands;Steaming;Attempted;6;6;;0;0;0;0;0;0;"1530 UTC Steaming Attempted Omega DukeChemical Tanker Marshall Islands 29130 9470909 13:17N дус042:59E, Red Sea Two skiffs with six pirates in eachapproached a tanker underway. Master raised alarm; crew alerted and commenced evasive manoeuvres. At a distance of 100 meters a ladder and weapons were sighted. Onboard security team fired warning shots and the pirates aborted the attack.";13.2833333333;42.9833333333;12.0;"1530 utc steaming attempted omega dukechemical tanker marshall islands 29130 9470909 13:17n дус042:59e, red sea two skiffs with six pirates in eachapproached a tanker underway. master raised alarm; crew alerted and commenced evasive manoeuvres. at a distance of 100 meters a ladder and weapons were sighted. onboard security team fired warning shots and the pirates aborted the attack.";0;1;171.576821795;26.4980610964;24;13
754;754;754;2011;13;7;;BCD;12:44N;043:18E;Chemical Tanker;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0717 UTC Steaming Attempted North Fighter Chemical Tanker Panama 11662 9352597 12:44N дус 043:18E, Red Sea Pirates armed with guns in two skiffs chased and approached the tanker underway. Master mustered crew and shipду»s security team was deployed to the bridge wings. On sighting the security team, the pirates aborted the attack and moved away.;12.7333333333;43.3;13.0;0717 utc steaming attempted north fighter chemical tanker panama 11662 9352597 12:44n дус 043:18e, red sea pirates armed with guns in two skiffs chased and approached the tanker underway. master mustered crew and shipду»s security team was deployed to the bridge wings. on sighting the security team, the pirates aborted the attack and moved away.;1;1;126.95124609;17.3284954663;24;13
755;755;755;2011;16;7;;BCD;13:36.3N;050:17.3E;Bulk Carrier;Panama;Steaming;Attempted;6;6;;0;0;0;0;0;1;0340 UTC Steaming Attempted Elinakos Bulk Carrier Panama 38364 9159555 13:36.3N дус 050:17.3E, Gulf of Aden Six pirates in a skiff chased the ship underway. Master raised alarm, crew proceeded to citadel and security guards on board fired a hand flare. The pirates continued to chase the ship and closed to a distance of 300 metres from the ship. The security guards fired a warning shot upon sighting guns, RPG and ladder's on the skiff. The pirates aborted the attempted attack and moved away. Incident reported to the warship.;13.6008333333;50.2841666667;14.0;0340 utc steaming attempted elinakos bulk carrier panama 38364 9159555 13:36.3n дус 050:17.3e, gulf of aden six pirates in a skiff chased the ship underway. master raised alarm, crew proceeded to citadel and security guards on board fired a hand flare. the pirates continued to chase the ship and closed to a distance of 300 metres from the ship. the security guards fired a warning shot upon sighting guns, rpg and ladder's on the skiff. the pirates aborted the attempted attack and moved away. incident reported to the warship.;1;1;545.902640466;137.792947329;25;21
